,2MASS/2MASS.H,2MASS/2MASS.J,2MASS/2MASS.Ks,AKARI/FIS.N160,AKARI/FIS.N60,AKARI/FIS.WIDE-L,AKARI/FIS.WIDE-S,AKARI/IRC.L18W,AKARI/IRC.S9W,COBE/DIRBE.100m,COBE/DIRBE.12m,COBE/DIRBE.140m,COBE/DIRBE.1p25m,COBE/DIRBE.240m,COBE/DIRBE.25m,COBE/DIRBE.2p2m,COBE/DIRBE.3p5m,COBE/DIRBE.4p9m,COBE/DIRBE.60m,DENIS/DENIS.I,DENIS/DENIS.J,DENIS/DENIS.Ks,GAIA/GAIA3.G,GAIA/GAIA3.Gbp,GAIA/GAIA3.Grp,GALEX/GALEX.FUV,GALEX/GALEX.NUV,Generic/Cousins.I,Generic/Cousins.R,Generic/Johnson_UBVRIJHKL.B,Generic/Johnson_UBVRIJHKL.H,Generic/Johnson_UBVRIJHKL.I,Generic/Johnson_UBVRIJHKL.J,Generic/Johnson_UBVRIJHKL.K,Generic/Johnson_UBVRIJHKL.LI,Generic/Johnson_UBVRIJHKL.M,Generic/Johnson_UBVRIJHKL.N,Generic/Johnson_UBVRIJHKL.R,Generic/Johnson_UBVRIJHKL.U,Generic/Johnson_UBVRIJHKL.V,HST/WFPC2-WF.F170W,HST/WFPC2-WF.F255W,HST/WFPC2-WF.F336W,HST/WFPC2-WF.F439W,HST/WFPC2-WF.F502N,HST/WFPC2-WF.F555W,HST/WFPC2-WF.F814W,Herschel/PACS.blue,Herschel/PACS.green,Herschel/PACS.red,Hipparcos/Hipparcos.Hp_MvB,IRAS/IRAS.100mu,IRAS/IRAS.12mu,IRAS/IRAS.25mu,IRAS/IRAS.60mu,JCMT/SCUBA2.450GHz,JCMT/SCUBA2.850GHz,MSX/MSX.A,MSX/MSX.B1,MSX/MSX.B2,PAN-STARRS/PS1.g,PAN-STARRS/PS1.i,PAN-STARRS/PS1.r,PAN-STARRS/PS1.y,PAN-STARRS/PS1.z,Paranal/VISTA.H,Paranal/VISTA.J,Paranal/VISTA.Ks,Paranal/VISTA.Y,Paranal/VISTA.Z,SLOAN/SDSS.g,SLOAN/SDSS.i,SLOAN/SDSS.r,SLOAN/SDSS.u,SLOAN/SDSS.z,Skymapper/Skymapper.g,Skymapper/Skymapper.i,Skymapper/Skymapper.r,Skymapper/Skymapper.u,Skymapper/Skymapper.v,Skymapper/Skymapper.z,TYCHO/TYCHO.B_MvB,TYCHO/TYCHO.V_MvB,WISE/WISE.W1,WISE/WISE.W2,WISE/WISE.W3,WISE/WISE.W4
2.11,3.329101998959045e-07,3.222630598413974e-07,2.739033128583606e-07,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.2474568572952784e-07,-1.0,-1.0,2.667164146653313e-07,-1.0,-1.0,-1.0,1.219461848129363e-07,3.197105477965622e-07,2.743193404775858e-07,5.8619604026155693e-08,1.6860142499992295e-08,1.1678183399079487e-07,8.118369773845219e-12,2.119615071449902e-11,1.1904718105769331e-07,4.95189259030444e-08,4.345617898485671e-09,3.3312114245471367e-07,1.6427066826286788e-07,3.1580312204213815e-07,2.71509367497882e-07,-1.0,-1.0,-1.0,7.127030173968173e-08,1.149026383669348e-09,2.0722941071492546e-08,2.924860533299981e-11,7.87276421787756e-11,7.715420599613602e-10,3.3655425915120482e-09,9.439120062479754e-09,1.999081326623546e-08,1.282600714026917e-07,-1.0,-1.0,-1.0,2.780275317952185e-08,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,8.629824304951009e-09,9.913152091218156e-08,3.9990297265464845e-08,2.1608207715458375e-07,1.6611463129138758e-07,3.331886642898547e-07,3.2474914541390785e-07,2.7530009865149134e-07,2.4158876400093544e-07,1.7300195113784276e-07,6.833385156818974e-09,9.668135474757805e-08,3.854710708899833e-08,1.192738119089168e-09,1.7961898877912425e-07,1.2561597044488105e-08,1.1245633685073067e-07,3.873679345015008e-08,1.0382481609122556e-09,1.6594567286496765e-09,1.8831584012338706e-07,2.95713396110987e-09,1.6827806637268637e-08,-1.0,-1.0,-1.0,-1.0
2.12,3.3133249542623443e-07,3.198940056213646e-07,2.730234480473797e-07,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.2243064282905113e-07,-1.0,-1.0,2.6588802154158877e-07,-1.0,-1.0,-1.0,1.200353402216771e-07,3.173360800547192e-07,2.7343547469053253e-07,5.7589636885413954e-08,1.6426478050983457e-08,1.1499515577601413e-07,7.54919000403523e-12,1.9965987664888235e-11,1.17158941862622e-07,4.8471110198556216e-08,4.19452307429761e-09,3.315333651345963e-07,1.620730811544672e-07,3.1345251235010005e-07,2.7063441999283275e-07,-1.0,-1.0,-1.0,6.995100115524042e-08,1.0997524673234225e-09,2.0176970784344095e-08,2.7837182156692626e-11,7.439677613894173e-11,7.366309966963019e-10,3.241122994843759e-09,9.142740925908893e-09,1.947024338720978e-08,1.2632591961533382e-07,-1.0,-1.0,-1.0,2.7188968597266932e-08,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,8.361847609533869e-09,9.743976274383683e-08,3.908606452989792e-08,2.1358569348568998e-07,1.638597069804825e-07,3.316005296078577e-07,3.223986266666886e-07,2.7440916336919155e-07,2.3902196146735276e-07,1.707050823160144e-07,6.612165940957208e-09,9.50161236845427e-08,3.766344454624255e-08,1.1417265050642692e-09,1.7729672060792507e-07,1.2202853403999463e-08,1.1063211149756992e-07,3.785914392687837e-08,9.929152877612353e-10,1.5914203488902694e-09,1.8594750392295552e-07,2.846319167750133e-09,1.6370129237060592e-08,-1.0,-1.0,-1.0,-1.0
2.13,3.297623047556711e-07,3.1754249865432944e-07,2.721464183455537e-07,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.201323449266133e-07,-1.0,-1.0,2.6506221384034493e-07,-1.0,-1.0,-1.0,1.1815467680231637e-07,3.149794160227594e-07,2.7255446736930726e-07,5.657907587740723e-08,1.6004278054882376e-08,1.1323682562275781e-07,7.019953171914967e-12,1.880775099970381e-11,1.153008546272215e-07,4.74457504987457e-08,4.048731098877194e-09,3.299532018391497e-07,1.599055003844181e-07,3.111198455343938e-07,2.6976232869225205e-07,-1.0,-1.0,-1.0,6.865679124632629e-08,1.0525959556376234e-09,1.9645538507563425e-08,2.6498954242974252e-11,7.03054899893658e-11,7.033018327639216e-10,3.1213119184317534e-09,8.855667879622657e-09,1.8963453250715725e-08,1.2442153386482832e-07,-1.0,-1.0,-1.0,2.6589527327871214e-08,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,8.102267447109307e-09,9.577706809324408e-08,3.8202441575659584e-08,2.1111821507915098e-07,1.6163549941094128e-07,3.3002000936239015e-07,3.200651936456124e-07,2.735211207711141e-07,2.3648249367094803e-07,1.6843880105819665e-07,6.398167671239273e-09,9.337977160665156e-08,3.6800158157515044e-08,1.0928998795136998e-09,1.75004717883577e-07,1.1854514897553268e-08,1.0883769495701807e-07,3.7001598712824634e-08,9.495640016086272e-10,1.5261748609133162e-09,1.8360918011644274e-07,2.7396713220284264e-09,1.5925075774823623e-08,-1.0,-1.0,-1.0,-1.0
2.14,3.2819959192339756e-07,3.152084079502922e-07,2.712722145893321e-07,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.178506691258852e-07,-1.0,-1.0,2.6423898345338906e-07,-1.0,-1.0,-1.0,1.1630371406768087e-07,3.1264042086212714e-07,2.7167630923501814e-07,5.5587525581911336e-08,1.559322971869795e-08,1.1150637698717122e-07,6.527853481102839e-12,1.7717199900362955e-11,1.1347243469858736e-07,4.6442359457225703e-08,3.908054170488358e-09,3.283806158345511e-07,1.5776750783494594e-07,3.088049811545981e-07,2.6889308415337515e-07,-1.0,-1.0,-1.0,6.73871819302065e-08,1.0074656651726726e-09,1.9128253174749973e-08,2.5229845996969977e-11,6.644045394198685e-11,6.714827868319032e-10,3.0059383316625613e-09,8.577608716757892e-09,1.8470071926522174e-08,1.2254644704313907e-07,-1.0,-1.0,-1.0,2.6004074707063773e-08,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,7.850818223138029e-09,9.414293431580276e-08,3.7338954771331204e-08,2.0867930651822604e-07,1.5944158869127645e-07,3.2844706683068696e-07,3.177487216151049e-07,2.7263596143465146e-07,2.3397006886546164e-07,1.6620269877463422e-07,6.191152613830866e-09,9.17717942621191e-08,3.59567752555787e-08,1.0461645067313181e-09,1.7274258314255908e-07,1.1516274903301149e-08,1.0707259654953622e-07,3.6163691987226796e-08,9.081075844262955e-10,1.4636057213160252e-09,1.8130048560818263e-07,2.6370332008555303e-09,1.5492293214732088e-08,-1.0,-1.0,-1.0,-1.0
2.15,3.266443211415496e-07,3.128916035050076e-07,2.7040082764487437e-07,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.1558549344560174e-07,-1.0,-1.0,2.634183222980615e-07,-1.0,-1.0,-1.0,1.1448197923999654e-07,3.1031896076625107e-07,2.7080099103900514e-07,5.461459934565231e-08,1.5193029089853813e-08,1.0980335128128921e-07,6.070282429279761e-12,1.6690345970483645e-11,1.1167320526397373e-07,4.546046043461751e-08,3.772311196572283e-09,3.268155705652651e-07,1.5565869133218903e-07,3.065077798967214e-07,2.6802667696504095e-07,-1.0,-1.0,-1.0,6.614169294937877e-08,9.642743477940352e-10,1.8624734341643322e-08,2.4026023456996898e-11,6.278908427240351e-11,6.411053394265699e-10,2.894837563450558e-09,8.3082804056841e-09,1.7989738641247113e-08,1.2070019950782203e-07,-1.0,-1.0,-1.0,2.5432265332102657e-08,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,7.607242827692711e-09,9.2536867518229e-08,3.6495141461882314e-08,2.0626863628653656e-07,1.5727756068985921e-07,3.2688166546812216e-07,3.1544908675425145e-07,2.7175367596798975e-07,2.3148439842514108e-07,1.639963723503932e-07,5.990890931290252e-09,9.019169626320472e-08,3.5132834204548446e-08,1.0014306787046735e-09,1.705099241790775e-07,1.11878359814263e-08,1.0533633373192838e-07,3.534496885012843e-08,8.684631175450608e-10,1.4036030901959242e-09,1.7902104222633524e-07,2.53825353331922e-09,1.50714385269342e-08,-1.0,-1.0,-1.0,-1.0
2.16,3.2509645679437855e-07,3.1059195629250433e-07,2.695322484079529e-07,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.133366968126521e-07,-1.0,-1.0,2.626002223171712e-07,-1.0,-1.0,-1.0,1.1268900712623884e-07,3.080149029525581e-07,2.69928503562742e-07,5.365991907036972e-08,1.4803380796663361e-08,1.0812729773276641e-07,5.644814920495347e-12,1.572343804908263e-11,1.0990269722317567e-07,4.449958726051567e-08,3.6413275520616893e-09,3.252580296531723e-07,1.5357864456003408e-07,3.0422810356395254e-07,2.6716309774758517e-07,-1.0,-1.0,-1.0,6.491985366957594e-08,9.229385204501105e-10,1.8134611894912135e-08,2.2883879230562352e-11,5.933950130486695e-11,6.121040844955354e-10,2.787851065312323e-09,8.047408801900683e-09,1.7522102495411776e-08,1.188823389606734e-07,-1.0,-1.0,-1.0,2.4873762807188817e-08,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,7.371292361630472e-09,9.09583824051782e-08,3.567054971211781e-08,2.038858767226178e-07,1.5514300695563445e-07,3.2532376890733864e-07,3.131661661500591e-07,2.708742550100067e-07,2.290251968112948e-07,1.6181942407177448e-07,5.797160417906351e-09,8.863899092936519e-08,3.4327884140849506e-08,9.586125417654146e-10,1.683063539750353e-07,1.0868909594726038e-08,1.0362843196144524e-07,3.454498506326641e-08,8.305513149974974e-10,1.3460616379117448e-09,1.7677047665918832e-07,2.4431867745956666e-09,1.466217840027846e-08,-1.0,-1.0,-1.0,-1.0
2.17,3.2355596343742035e-07,3.083093382576626e-07,2.68666467803857e-07,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.1110415905522313e-07,-1.0,-1.0,2.617846754789167e-07,-1.0,-1.0,-1.0,1.1092433999551513e-07,3.057281156545531e-07,2.6905883761773707e-07,5.2723115006450006e-08,1.4423997796728623e-08,1.0647777324715807e-07,5.249196356110918e-12,1.4812947948616788e-11,1.0816044906300293e-07,4.3559284000805764e-08,3.5149348464705807e-09,3.237079568967043e-07,1.5152696697522526e-07,3.019658150674902e-07,2.6630233715273354e-07,-1.0,-1.0,-1.0,6.372120288202496e-08,8.833783023303293e-10,1.765752576899837e-08,2.1800018405248825e-11,5.608048977860263e-11,5.844165877350745e-10,2.6848261832847144e-09,7.794728368980837e-09,1.7066822188513895e-08,1.1709242032838243e-07,-1.0,-1.0,-1.0,2.4328239496216297e-08,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,7.142725871695365e-09,8.94070021285747e-08,3.4864738056173614e-08,2.0153070397500257e-07,1.5303752463993177e-07,3.2377334095738433e-07,3.1089983779077027e-07,2.6999768923017177e-07,2.2659218153920645e-07,1.5967146155372048e-07,5.609746243989116e-09,8.711320013320136e-08,3.354148472029685e-08,9.176279307132106e-10,1.6613149063094203e-07,1.0559215837833413e-08,1.0194842456217498e-07,3.376330679718151e-08,7.942963641798716e-10,1.290880359787443e-09,1.7454842039228989e-07,2.3516928884769086e-09,1.4264188963389903e-08,-1.0,-1.0,-1.0,-1.0
2.18,3.2202280579666697e-07,3.0604362230884835e-07,2.678034767872967e-07,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0888776089599403e-07,-1.0,-1.0,2.609716737768044e-07,-1.0,-1.0,-1.0,1.0918752745844283e-07,3.0345846811395764e-07,2.681919840454351e-07,5.180382555197146e-08,1.4054601133010954e-08,1.0485434227270159e-07,4.881330635338068e-12,1.3955557060774482e-11,1.0644600673380749e-07,4.263910473021193e-08,3.3929706994383038e-09,3.221653162699808e-07,1.4950326372372638e-07,2.9972077841744865e-07,2.6544438586349556e-07,-1.0,-1.0,-1.0,6.254528860986758e-08,8.45517259082413e-10,1.7193125670791507e-08,2.0771245369694902e-11,5.30014614595806e-11,5.579832513734427e-10,2.5856159383558025e-09,7.549981908277779e-09,1.6623565751888348e-08,1.1533000564515244e-07,-1.0,-1.0,-1.0,2.3795376282637335e-08,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,6.921310094256406e-09,8.788225813959793e-08,3.407727525291599e-08,1.9920279795782885e-07,1.5096071641935566e-07,3.22230345602851e-07,3.08649980559225e-07,2.6912396932844535e-07,2.241850731454034e-07,1.5755209766819988e-07,5.428440708806357e-09,8.561385414914693e-08,3.27732058711491e-08,8.783982100903823e-10,1.639849572977485e-07,1.025848317480607e-08,1.0029585259368071e-07,3.2999510384399606e-08,7.596257735113429e-10,1.2379623984326324e-09,1.723545096463974e-07,2.2636371381848435e-09,1.3877155513850278e-08,-1.0,-1.0,-1.0,-1.0
2.19,3.2049694876774377e-07,3.037946823106046e-07,2.669432663423072e-07,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0668738394538426e-07,-1.0,-1.0,2.601612092295695e-07,-1.0,-1.0,-1.0,1.074781263484932e-07,3.012058305729122e-07,2.6732793371711987e-07,5.090169705700825e-08,1.3694919697330811e-08,1.0325657666755387e-07,4.53926900120895e-12,1.3148143776503937e-11,1.0475892352803382e-07,4.1738613309956844e-08,3.2752785244188236e-09,3.206300719219525e-07,1.4750714555831845e-07,2.9749285871384066e-07,2.6458923459405866e-07,-1.0,-1.0,-1.0,6.139166791865392e-08,8.092822537820934e-10,1.6741070811914945e-08,1.979455148427041e-11,5.009241986966899e-11,5.327471851155521e-10,2.4900788150904087e-09,7.312920297118417e-09,1.61920102891313e-08,1.1359466393725943e-07,-1.0,-1.0,-1.0,2.327486233622938e-08,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,6.706819207396783e-09,8.638369004328016e-08,3.3307740047104964e-08,1.969018423069658e-07,1.489121904197416e-07,3.206947470030183e-07,3.0641647422627266e-07,2.682530860351791e-07,2.2180359515527809e-07,1.5546095047355854e-07,5.253043001872177e-09,8.414049150485241e-08,3.202262755299588e-08,8.408481222984912e-10,1.6186638210959623e-07,9.966448184820323e-09,9.867026472184763e-08,3.225318207853684e-08,7.26470226782816e-10,1.187214873366253e-09,1.701883853162358e-07,2.178889885155083e-09,1.350077225524432e-08,-1.0,-1.0,-1.0,-1.0
2.2,3.189783574150885e-07,3.01562393076397e-07,2.660858274821537e-07,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0450291069485297e-07,-1.0,-1.0,2.5935327388109497e-07,-1.0,-1.0,-1.0,1.0579570060526612e-07,2.9897007426623795e-07,2.6646667753381577e-07,5.0016383633044065e-08,1.3344690001060945e-08,1.016840555694368e-07,4.2211996723450835e-12,1.238777167011375e-11,1.0309875996075592e-07,4.085738317041638e-08,3.1617073202172994e-09,3.1910218817554746e-07,1.4553822875741278e-07,2.9528192213763435e-07,2.637368740896822e-07,-1.0,-1.0,-1.0,6.025990673082008e-08,7.746033043618839e-10,1.630102964841166e-08,1.8867103545127352e-11,4.734392701245394e-11,5.086540829678163e-10,2.3980785581437466e-09,7.083302235217609e-09,1.5771841723869562e-08,1.118859711095136e-07,-1.0,-1.0,-1.0,2.2766394886556292e-08,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,6.499034591079041e-09,8.491084545566694e-08,3.25557209361841e-08,1.946275243366515e-07,1.4689156014116088e-07,3.19166509491001e-07,3.041991994442317e-07,2.6738503011101625e-07,2.1944747405105517e-07,1.5339764314482176e-07,5.083358972301841e-09,8.269265883521356e-08,3.1289339521339086e-08,8.04905642261401e-10,1.5977539811746722e-07,9.68285531571562e-09,9.7071217091901e-08,3.152391781918398e-08,6.947634439012824e-10,1.1385487176430792e-09,1.6804969291005127e-07,2.0973263954859273e-09,1.3134742041840468e-08,-1.0,-1.0,-1.0,-1.0
2.21,3.1746699697113667e-07,2.993466303614167e-07,2.652311512492358e-07,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.023342245102493e-07,-1.0,-1.0,2.5854785980033333e-07,-1.0,-1.0,-1.0,1.0413982115966701e-07,2.967510714137608e-07,2.6560820642619163e-07,4.91475469673528e-08,1.3003655952786057e-08,1.001363652676484e-07,3.925438205103613e-12,1.1671678400419758e-11,1.014650836521715e-07,3.999499709865739e-08,3.0521114700872877e-09,3.175816295268218e-07,1.4359613504506353e-07,2.930878359418885e-07,2.628872951265932e-07,-1.0,-1.0,-1.0,5.9149579644065984e-08,7.414134472183579e-10,1.5872679627623693e-08,1.7986232989116126e-11,4.474707198194777e-11,4.85652105674893e-10,2.3094839763683662e-09,6.860893999055344e-09,1.5362754554664422e-08,1.1020350983359497e-07,-1.0,-1.0,-1.0,2.2269679002924263e-08,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,6.297744595120665e-09,8.346327986349788e-08,3.1820815942564005e-08,1.9237953499663822e-07,1.448984443839631e-07,3.1764559757290186e-07,3.0199803774039966e-07,2.665197923467921e-07,2.1711643924010528e-07,1.5136180390493758e-07,4.919200905958316e-09,8.126991073899971e-08,3.057294109773377e-08,7.70501838352219e-10,1.577116432237244e-07,9.407456645143917e-09,9.54982732035608e-08,3.081132300243087e-08,6.644420477485437e-10,1.0918785211951674e-09,1.6593808248995315e-07,2.0188266537596574e-09,1.2778776130682428e-08,-1.0,-1.0,-1.0,-1.0
2.22,3.1596283283550926e-07,2.9714727085543777e-07,2.643792287149932e-07,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0018120962521357e-07,-1.0,-1.0,2.577449590812262e-07,-1.0,-1.0,-1.0,1.0251006582095069e-07,2.9454869521269334e-07,2.647525113544626e-07,4.8294856142204474e-08,1.2671568642708297e-08,9.861309907739253e-08,3.650418534592116e-12,1.0997265284847081e-11,9.985746921201731e-08,3.915104703074565e-08,2.946350548112069e-09,3.1606836064411464e-07,1.4168049151215788e-07,2.90910468442957e-07,2.6204048851188033e-07,-1.0,-1.0,-1.0,5.806026975354719e-08,7.09648606729487e-10,1.5455706942063968e-08,1.7149425790597824e-11,4.2293441346925435e-11,4.6369176851222675e-10,2.224168754230322e-09,6.645469203966242e-09,1.4964451616843775e-08,1.085468694382276e-07,-1.0,-1.0,-1.0,2.1784427380636707e-08,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,6.102744314722632e-09,8.204055648635935e-08,3.1102632391267566e-08,1.901575688298359e-07,1.4293246717583766e-07,3.161319759269669e-07,2.9981287151060816e-07,2.656573635634353e-07,2.148102230235959e-07,1.493530659569449e-07,4.760387310124447e-09,7.987180963803204e-08,2.987304094535515e-08,7.375707393136103e-10,1.556747601175269e-07,9.140011649084975e-09,9.395100378829304e-08,3.0115012256892334e-08,6.354454368854523e-10,1.0471223806120035e-09,1.6385320861302976e-07,1.9432751839542442e-09,1.2432593940873142e-08,-1.0,-1.0,-1.0,-1.0
2.23,3.1446583057420474e-07,2.9496419217572773e-07,2.635300509798114e-07,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.980437511346294e-07,-1.0,-1.0,2.5694456384262536e-07,-1.0,-1.0,-1.0,1.0090601916560661e-07,2.9236281983007785e-07,2.638995833082945e-07,4.7457987458763334e-08,1.2348186133586455e-08,9.7113857216387e-08,3.3946846466811754e-12,1.0362087505150545e-11,9.827549812587797e-08,3.8325133848717636e-08,2.8442891326042396e-09,3.1456234636720717e-07,1.3979093053877126e-07,2.887496890117726e-07,2.611964450833904e-07,-1.0,-1.0,-1.0,5.699156847780111e-08,6.792474704254253e-10,1.5049806290086653e-08,1.6354313004489855e-11,3.997509120979419e-11,4.4272583419009814e-10,2.1420112702615295e-09,6.436808573699772e-09,1.4576643851064372e-08,1.0691564580116634e-07,-1.0,-1.0,-1.0,2.131036013336146e-08,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,5.9138353733029e-09,8.064224614126901e-08,3.040078669281127e-08,1.8796132393045212e-07,1.4099325769988438e-07,3.146256094027465e-07,2.9764358401282857e-07,2.647977346118692e-07,2.1252856056548163e-07,1.4737106741705801e-07,4.60674270544469e-09,7.849792563886973e-08,2.9189256849864634e-08,7.060492069128299e-10,1.5366439621111346e-07,8.880286977497468e-09,9.242898668862654e-08,2.9434609225103985e-08,6.07715663844788e-10,1.0042017550946966e-09,1.617947302732327e-07,1.8705608771747687e-09,1.2095922819840908e-08,-1.0,-1.0,-1.0,-1.0
2.24,3.129759559187955e-07,2.927972728600146e-07,2.6268360917292684e-07,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.959217349881254e-07,-1.0,-1.0,2.5614666622821434e-07,-1.0,-1.0,-1.0,9.932727242805034e-08,2.9019332039528837e-07,2.630494133067071e-07,4.663662426554442e-08,1.2033273258002441e-08,9.563824668370529e-08,3.15688283652225e-12,9.763844905989936e-12,9.671875864335373e-08,3.75168671821088e-08,2.7457966262670206e-09,3.1306355170648566e-07,1.3792708971766496e-07,2.866053680651998e-07,2.6035515570962354e-07,-1.0,-1.0,-1.0,5.5943075388325366e-08,6.501513695671535e-10,1.4654680643165789e-08,1.559866191295431e-11,3.778452084468525e-11,4.2270921063594563e-10,2.0628944222851062e-09,6.234699717216148e-09,1.4199050078409914e-08,1.0530944124296184e-07,-1.0,-1.0,-1.0,2.0847204591426465e-08,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,5.7308257123942295e-09,7.926792710964592e-08,2.971490413119679e-08,1.8579050190261931e-07,1.3908045022367582e-07,3.1312646302025915e-07,2.9549005936082334e-07,2.639408963729133e-07,2.1027118986182576e-07,1.4541545124865124e-07,4.4580974248883845e-09,7.714783639695622e-08,2.8521215505447165e-08,6.758768140838597e-10,1.5168020357693758e-07,8.628056236882082e-09,9.09318067394964e-08,2.876974635015597e-08,5.811973187670505e-10,9.630413283302408e-10,1.5976231084401562e-07,1.8005768259438354e-09,1.1768497816381956e-08,-1.0,-1.0,-1.0,-1.0
2.25,3.114931747656275e-07,2.906463923595066e-07,2.6183989445233397e-07,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.938150479836272e-07,-1.0,-1.0,2.553512584064298e-07,-1.0,-1.0,-1.0,9.777342339309545e-08,2.880400729925905e-07,2.6220199239797804e-07,4.5830456791302905e-08,1.172660142175635e-08,9.418588114081195e-08,2.935754512220171e-12,9.200373350012516e-12,9.518684566805917e-08,3.6725865213935966e-08,2.6507470828705674e-09,3.1157194184210923e-07,1.3608861177891327e-07,2.844773770574613e-07,2.5951661128963e-07,-1.0,-1.0,-1.0,5.491439804273167e-08,6.22304164898206e-10,1.4270041019598752e-08,1.488036773600783e-11,3.571464782492772e-11,4.03598853432464e-10,1.986705459160663e-09,6.038936912490989e-09,1.3831396781837791e-08,1.0372786442247684e-07,-1.0,-1.0,-1.0,2.039469510586824e-08,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,5.553529388374383e-09,7.79171850066261e-08,2.9044618656892563e-08,1.8364480781950577e-07,1.371936840293002e-07,3.116345019691606e-07,2.933521825178444e-07,2.630868397571852e-07,2.080378517104518e-07,1.4348586519713464e-07,4.31428741949567e-09,7.582112698318303e-08,2.7868552305898573e-08,6.469957283198594e-10,1.4972183888564552e-07,8.383099779540556e-09,8.945905565158282e-08,2.8120064667438805e-08,5.55837418144382e-10,9.235688760424825e-10,1.5775561802171958e-07,1.7332201648005715e-09,1.1450061460281281e-08,-1.0,-1.0,-1.0,-1.0
2.2600000000000002,3.100174531750245e-07,2.8851143103196457e-07,2.6099889800469113e-07,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.9172357776095754e-07,-1.0,-1.0,2.5455833257038225e-07,-1.0,-1.0,-1.0,9.624407629017405e-08,2.859029546537597e-07,2.613573116595474e-07,4.503918198223116e-08,1.1427948413197265e-08,9.275638079474951e-08,2.7301295052276784e-12,8.669636595354064e-12,9.367936064942055e-08,3.595175449103205e-08,2.559019040205344e-09,3.100874821231804e-07,1.342751445156397e-07,2.8236558847163746e-07,2.586808027529063e-07,-1.0,-1.0,-1.0,5.390515182139674e-08,5.956521373448378e-10,1.3895606264455256e-08,1.4197445868999932e-11,3.375878455520495e-11,3.853536726990901e-10,1.9133358188057625e-09,5.8493208971084865e-09,1.3473417893791864e-08,1.0217053023412263e-07,-1.0,-1.0,-1.0,1.9952572858061077e-08,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,5.381766375803986e-09,7.658961265268023e-08,2.8389572684686236e-08,1.8152395018290317e-07,1.3533260334436913e-07,3.1014969160791597e-07,2.9122983929037835e-07,2.6223555570500333e-07,2.0582828968092086e-07,1.4158196172570632e-07,4.175154070674902e-09,7.45173897528273e-08,2.7230911140641965e-08,6.193506000892972e-10,1.4778896334488527e-07,8.14520449932111e-09,8.801033189660911e-08,2.7485213601376504e-08,5.315852984480754e-10,8.857151389863264e-10,1.5577432376969498e-07,1.6683919169671672e-09,1.1140363548318423e-08,-1.0,-1.0,-1.0,-1.0
