,2MASS/2MASS.H,2MASS/2MASS.J,2MASS/2MASS.Ks,AKARI/FIS.N160,AKARI/FIS.N60,AKARI/FIS.WIDE-L,AKARI/FIS.WIDE-S,AKARI/IRC.L18W,AKARI/IRC.S9W,COBE/DIRBE.100m,COBE/DIRBE.12m,COBE/DIRBE.140m,COBE/DIRBE.1p25m,COBE/DIRBE.240m,COBE/DIRBE.25m,COBE/DIRBE.2p2m,COBE/DIRBE.3p5m,COBE/DIRBE.4p9m,COBE/DIRBE.60m,DENIS/DENIS.I,DENIS/DENIS.J,DENIS/DENIS.Ks,GAIA/GAIA3.G,GAIA/GAIA3.Gbp,GAIA/GAIA3.Grp,GALEX/GALEX.FUV,GALEX/GALEX.NUV,Generic/Cousins.I,Generic/Cousins.R,Generic/Johnson_UBVRIJHKL.B,Generic/Johnson_UBVRIJHKL.H,Generic/Johnson_UBVRIJHKL.I,Generic/Johnson_UBVRIJHKL.J,Generic/Johnson_UBVRIJHKL.K,Generic/Johnson_UBVRIJHKL.LI,Generic/Johnson_UBVRIJHKL.M,Generic/Johnson_UBVRIJHKL.N,Generic/Johnson_UBVRIJHKL.R,Generic/Johnson_UBVRIJHKL.U,Generic/Johnson_UBVRIJHKL.V,HST/WFPC2-WF.F170W,HST/WFPC2-WF.F255W,HST/WFPC2-WF.F336W,HST/WFPC2-WF.F439W,HST/WFPC2-WF.F502N,HST/WFPC2-WF.F555W,HST/WFPC2-WF.F814W,Herschel/PACS.blue,Herschel/PACS.green,Herschel/PACS.red,Hipparcos/Hipparcos.Hp_MvB,IRAS/IRAS.100mu,IRAS/IRAS.12mu,IRAS/IRAS.25mu,IRAS/IRAS.60mu,JCMT/SCUBA2.450GHz,JCMT/SCUBA2.850GHz,MSX/MSX.A,MSX/MSX.B1,MSX/MSX.B2,PAN-STARRS/PS1.g,PAN-STARRS/PS1.i,PAN-STARRS/PS1.r,PAN-STARRS/PS1.y,PAN-STARRS/PS1.z,Paranal/VISTA.H,Paranal/VISTA.J,Paranal/VISTA.Ks,Paranal/VISTA.Y,Paranal/VISTA.Z,SLOAN/SDSS.g,SLOAN/SDSS.i,SLOAN/SDSS.r,SLOAN/SDSS.u,SLOAN/SDSS.z,Skymapper/Skymapper.g,Skymapper/Skymapper.i,Skymapper/Skymapper.r,Skymapper/Skymapper.u,Skymapper/Skymapper.v,Skymapper/Skymapper.z,TYCHO/TYCHO.B_MvB,TYCHO/TYCHO.V_MvB,WISE/WISE.W1,WISE/WISE.W2,WISE/WISE.W3,WISE/WISE.W4
0.08999999999999997,8.710977980381582e-07,1.4431402652740364e-06,5.249828083502593e-07,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.3996948262945322e-06,-1.0,-1.0,5.004578693497596e-07,-1.0,-1.0,-1.0,3.090141949682331e-06,1.4578365871565076e-06,5.268917287948092e-07,4.69149057714517e-06,5.974190080638655e-06,3.219487376211141e-06,2.2162171700035804e-05,1.3137852541898061e-05,3.1177145472994293e-06,4.22027084068353e-06,7.026286816034324e-06,8.769856580388811e-07,2.7072255542395276e-06,1.472490787775833e-06,5.225893359690364e-07,-1.0,-1.0,-1.0,3.853215401125404e-06,8.837743738787135e-06,5.32759287798371e-06,1.8472923863996388e-05,1.2163407627422602e-05,9.519472655703154e-06,7.198837453975324e-06,5.939322317996543e-06,5.4292728522595724e-06,3.0480851692887522e-06,-1.0,-1.0,-1.0,5.445235420267397e-06,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,6.301987276064321e-06,3.3464686146003633e-06,4.461451644296562e-06,2.27354477421531e-06,2.663016454544598e-06,8.771025475788016e-07,1.4153997542445257e-06,5.30249562144874e-07,2.101198702928757e-06,2.603503341839297e-06,6.529939595368477e-06,3.3768152544537476e-06,4.475768956181443e-06,8.727370614493084e-06,2.5583358517341085e-06,5.963080662671919e-06,3.190822186567015e-06,4.541363961758796e-06,9.016932693834646e-06,7.960172182455224e-06,2.48851454464726e-06,7.3748400479190775e-06,5.560527785129148e-06,-1.0,-1.0,-1.0,-1.0
0.09999999999999998,8.66949852458512e-07,1.4324058800215023e-06,5.232930021002807e-07,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.3894985013389053e-06,-1.0,-1.0,4.988987260838793e-07,-1.0,-1.0,-1.0,3.0404551106849625e-06,1.4468427488296217e-06,5.251899183207674e-07,4.563940030344545e-06,5.780277026813403e-06,3.163722375387833e-06,2.0577765531140648e-05,1.2178972216872791e-05,3.067191935713473e-06,4.1258836349480555e-06,6.766535461204366e-06,8.727808413912745e-07,2.668819201171786e-06,1.4610862300021503e-06,5.208908985617716e-07,-1.0,-1.0,-1.0,3.773614506829977e-06,8.45056142420477e-06,5.179382763982241e-06,1.7152103901208425e-05,1.1424023154481012e-05,9.082662862585536e-06,6.9286897006700045e-06,5.7528234998801104e-06,5.272911894005444e-06,2.999222432457009e-06,-1.0,-1.0,-1.0,5.281968877857821e-06,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,6.092257845420747e-06,3.2879817382796997e-06,4.356392656287888e-06,2.2471436701349775e-06,2.6265117974520645e-06,8.728978588785167e-07,1.4050892175331806e-06,5.285298667625787e-07,2.078765693836864e-06,2.5686454600090527e-06,6.304631957301825e-06,3.3172226179993625e-06,4.370087613910066e-06,8.348205902909254e-06,2.5245812397237233e-06,5.774532496669003e-06,3.1377581796881595e-06,4.432333355823144e-06,8.618766951752362e-06,7.63236800848249e-06,2.456626226094612e-06,7.091084682395984e-06,5.397122814574832e-06,-1.0,-1.0,-1.0,-1.0
0.10999999999999999,8.628217559540885e-07,1.4217519817858063e-06,5.216086517833955e-07,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.3793775519803336e-06,-1.0,-1.0,4.973444638417751e-07,-1.0,-1.0,-1.0,2.991573391098024e-06,1.4359326840955037e-06,5.23493625066272e-07,4.440192273161349e-06,5.592912052507608e-06,3.108956666373476e-06,1.9106812998261408e-05,1.1291319967677304e-05,3.0174931401088094e-06,4.03363151626452e-06,6.516450790037671e-06,8.68596307978664e-07,2.6309689495697277e-06,1.4497722704202207e-06,5.191980524029817e-07,-1.0,-1.0,-1.0,3.6957008377399324e-06,8.080384850819409e-06,5.03533154376841e-06,1.5926257685833026e-05,1.0730131136547353e-05,8.665925889477642e-06,6.668698555194978e-06,5.572180920930519e-06,5.121134059150295e-06,2.951156497923625e-06,-1.0,-1.0,-1.0,5.12382690218069e-06,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,5.889583339838263e-06,3.230523840652071e-06,4.253829144759695e-06,2.2210497843287904e-06,2.5905092906922034e-06,8.687134456769775e-07,1.394854118750144e-06,5.268157668943605e-07,2.05657269799821e-06,2.5342557340629445e-06,6.087170320556338e-06,3.2586885691262496e-06,4.266917261498669e-06,7.985545881019671e-06,2.491275162828069e-06,5.592037763305998e-06,3.0855830866329267e-06,4.325953055031849e-06,8.238205999734692e-06,7.318069704362638e-06,2.4251492975563934e-06,6.818281359353604e-06,5.238575127186391e-06,-1.0,-1.0,-1.0,-1.0
0.12,8.587134130742831e-07,1.4111779620812398e-06,5.199297397293065e-07,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.3693314129164424e-06,-1.0,-1.0,4.957950672692981e-07,-1.0,-1.0,-1.0,2.943483646442723e-06,1.4251057476576153e-06,5.218028310780167e-07,4.320125364750369e-06,5.411866137184064e-06,3.055171791661686e-06,1.7741176706489656e-05,1.0469521411605565e-05,2.9686046470666906e-06,3.943465669219032e-06,6.275670819349951e-06,8.644319593687172e-07,2.5936665872565784e-06,1.43854817150037e-06,5.175107788552651e-07,-1.0,-1.0,-1.0,3.619437761219953e-06,7.726465172523017e-06,4.895321551651891e-06,1.4788518097892772e-05,1.0078896379883326e-05,8.268337976183433e-06,6.418481463276064e-06,5.397210688206291e-06,4.97380272628261e-06,2.9038741701751393e-06,-1.0,-1.0,-1.0,4.970642340425931e-06,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,5.6937239529572725e-06,3.174076700825185e-06,4.153701326036969e-06,2.1952595346041458e-06,2.5550020029693517e-06,8.645492096316132e-07,1.3846939034931443e-06,5.251072442742384e-07,2.0346171422211744e-06,2.5003278569736223e-06,5.87727899827659e-06,3.201194183443466e-06,4.166197866365049e-06,7.638670707629635e-06,2.4584116207084764e-06,5.415399312285072e-06,3.0342819100391343e-06,4.222157844350157e-06,7.874470428936504e-06,7.0167205392016685e-06,2.3940784178606694e-06,6.556006066952968e-06,5.084738791750085e-06,-1.0,-1.0,-1.0,-1.0
0.13,8.546247288297312e-07,1.4006832170610687e-06,5.182562483251227e-07,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.3593595231441676e-06,-1.0,-1.0,4.942505210608291e-07,-1.0,-1.0,-1.0,2.8961729484034143e-06,1.4143612992456015e-06,5.201175184613326e-07,4.203621495750302e-06,5.2369185163422975e-06,3.00234964375675e-06,1.6473303895068618e-05,9.70861325067642e-06,2.920513166104138e-06,3.855338405670563e-06,6.0438471993035845e-06,8.602876976096186e-07,2.556904025627993e-06,1.4274132018576636e-06,5.158290593440935e-07,-1.0,-1.0,-1.0,3.544789457892973e-06,7.388086604123059e-06,4.759238477154418e-06,1.3732517360666632e-05,9.46766279716758e-06,7.889017936317779e-06,6.17767030581147e-06,5.227734683272135e-06,4.830785412074307e-06,2.8573624752523234e-06,-1.0,-1.0,-1.0,4.822253669502864e-06,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,5.504448112238683e-06,3.118622422596104e-06,4.0559508606635654e-06,2.169769380618778e-06,2.5199830989874146e-06,8.604050528795938e-07,1.3746080214525002e-06,5.234042806960529e-07,2.012896480955601e-06,2.466855606944672e-06,5.674692074563802e-06,3.1447208769495384e-06,4.067870839994883e-06,7.306891999434007e-06,2.4259846938059777e-06,5.244426499910639e-06,2.983839907332357e-06,4.120884132679987e-06,7.526815382455682e-06,6.727786742607191e-06,2.3634083155962323e-06,6.303851258431689e-06,4.935472304752393e-06,-1.0,-1.0,-1.0,-1.0
0.14,8.505556086900701e-07,1.3902671474818624e-06,5.165881600151722e-07,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.3494613259266148e-06,-1.0,-1.0,4.92710809959124e-07,-1.0,-1.0,-1.0,2.8496285812478537e-06,1.4036987035756951e-06,5.184376693799952e-07,4.0905668424361255e-06,5.067856376189587e-06,2.950472458385624e-06,1.5296184361752465e-05,9.004011456392095e-06,2.873205625976024e-06,3.769203138477504e-06,5.820644697179204e-06,8.561634252277099e-07,2.520673297759314e-06,1.4163666361995931e-06,5.141528753575978e-07,-1.0,-1.0,-1.0,3.4717209032129067e-06,7.0645649579258315e-06,4.6269712686222e-06,1.2752350517184157e-05,8.893941930923082e-06,7.527125192339901e-06,5.945910853212189e-06,5.063580380869556e-06,4.691953644063952e-06,2.8116086569847317e-06,-1.0,-1.0,-1.0,4.678504801301926e-06,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,5.321532193524819e-06,3.0641434286301425e-06,3.960520818230967e-06,2.1445758233909047e-06,2.48544583811582e-06,8.562808780354765e-07,1.3645959263807708e-06,5.217068580132689e-07,1.991408195995313e-06,2.4338328462553095e-06,5.479153055299863e-06,3.089250399873934e-06,3.971879002995964e-06,6.989551453495927e-06,2.393988542247318e-06,5.078934971721351e-06,2.9342425863683347e-06,4.02206991195454e-06,7.19452902157483e-06,6.450756557297302e-06,2.333133788196361e-06,6.0614252108612655e-06,4.790638454816929e-06,-1.0,-1.0,-1.0,-1.0
0.15000000000000002,8.465059585817096e-07,1.379929158668105e-06,5.149254573008161e-07,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.3396362687601834e-06,-1.0,-1.0,4.911759187551601e-07,-1.0,-1.0,-1.0,2.8038380383071272e-06,1.393117330311441e-06,5.167632660560341e-07,3.980851426181774e-06,4.904474559848187e-06,2.899522807844094e-06,1.4203311420638452e-05,8.351481941570245e-06,2.8266691710387908e-06,3.6850143558418376e-06,5.605740700791735e-06,8.52059045225144e-07,2.4849665565423177e-06,1.405407755274214e-06,5.124822084463532e-07,-1.0,-1.0,-1.0,3.4001978494627377e-06,6.755246245266127e-06,4.498412039626993e-06,1.1842541594679046e-05,8.355402223282096e-06,7.181857901409331e-06,5.722862240404685e-06,4.90458067328159e-06,4.5571828374051076e-06,2.7666001732899457e-06,-1.0,-1.0,-1.0,4.539244894844683e-06,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,5.14476024558578e-06,3.0106224547447393e-06,3.867355643070225e-06,2.1196754048151108e-06,2.45138357307406e-06,8.521765881888641e-07,1.3546570760626375e-06,5.200149581387796e-07,1.970149796183833e-06,2.4012535201207794e-06,5.290414531547655e-06,3.034764830630578e-06,3.878166551003061e-06,6.686019530169559e-06,2.3624174047658673e-06,4.918746452464594e-06,2.8854757011503987e-06,3.925654717274656e-06,6.876931060177585e-06,6.185139330819451e-06,2.303249701034668e-06,5.828351408949462e-06,4.6501041913265035e-06,-1.0,-1.0,-1.0,-1.0
0.16000000000000003,8.424756848856145e-07,1.369668660477075e-06,5.132681227402623e-07,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.3298838033419446e-06,-1.0,-1.0,4.896458322879838e-07,-1.0,-1.0,-1.0,2.7587890185142603e-06,1.3826165540247296e-06,5.150942907695416e-07,3.874368978035152e-06,4.746575284655025e-06,2.8494835944744058e-06,1.3188645674380029e-05,7.74711352317185e-06,2.780891157674813e-06,3.602727596256279e-06,5.3988247407998924e-06,8.479744610775464e-07,2.4497760728509584e-06,1.394535845818731e-06,5.108170402231679e-07,-1.0,-1.0,-1.0,3.330186808168037e-06,6.45950534009337e-06,4.373455978074569e-06,1.0998012257889941e-05,7.849858982808103e-06,6.852451167860443e-06,5.508196461712066e-06,4.750573700212795e-06,4.4263521754547e-06,2.722324692536372e-06,-1.0,-1.0,-1.0,4.404328175073863e-06,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.973923724298941e-06,2.958042544296395e-06,3.77640112078574e-06,2.0950647071839155e-06,2.4177897486345806e-06,8.480920869020736e-07,1.344790932285007e-06,5.183285630447114e-07,1.9491188171232794e-06,2.36911165556825e-06,5.108237855071318e-06,2.9812465698813803e-06,3.7866790214125937e-06,6.39569419380925e-06,2.3312655976372268e-06,4.763688543162941e-06,2.837525247620595e-06,3.831579588060145e-06,6.573371364305169e-06,5.930464644763999e-06,2.273750986532886e-06,5.6042679529069195e-06,4.513740497100172e-06,-1.0,-1.0,-1.0,-1.0
0.17000000000000004,8.384646944350973e-07,1.3594850672640011e-06,5.116161389483804e-07,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.3202033855372723e-06,-1.0,-1.0,4.881205354445561e-07,-1.0,-1.0,-1.0,2.714469423000521e-06,1.3721957541571443e-06,5.134307258584813e-07,3.771016808214969e-06,4.593967870127401e-06,2.80033804427172e-06,1.2246581397541656e-05,7.187292995617125e-06,2.7358591507763537e-06,3.522299424040096e-06,5.199598031186968e-06,8.439095767316927e-07,2.415094233735677e-06,1.3837502005085348e-06,5.091573523628687e-07,-1.0,-1.0,-1.0,3.261655032916116e-06,6.176744701853327e-06,4.2520012579417845e-06,1.0214052766947449e-05,7.375265002399049e-06,6.538175338286528e-06,5.30159788485983e-06,4.601402684011374e-06,4.299344494080235e-06,2.6787700899685046e-06,-1.0,-1.0,-1.0,4.2736137580441975e-06,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.808821236121823e-06,2.9063870426688113e-06,3.687604345610096e-06,2.070740352714946e-06,2.38465790034375e-06,8.440272782078188e-07,1.3349969608073375e-06,5.166476547622299e-07,1.928312820886397e-06,2.3374013603279895e-06,4.932392825536855e-06,2.9286783347077324e-06,3.6973632609268e-06,6.117999708724466e-06,2.3005275136293264e-06,4.613594525030701e-06,2.7903774595232458e-06,3.7397870301899403e-06,6.283228613954017e-06,5.686281479923889e-06,2.244632643280438e-06,5.3888269894355625e-06,4.381422264999098e-06,-1.0,-1.0,-1.0,-1.0
0.18000000000000005,8.344728945136227e-07,1.349377797847489e-06,5.099694885965173e-07,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.3105944753477294e-06,-1.0,-1.0,4.86600013159603e-07,-1.0,-1.0,-1.0,2.670867351748449e-06,1.3618543149816114e-06,5.117725537185004e-07,3.670695680346156e-06,4.446468476184935e-06,2.7520697006168162e-06,1.1371915342559599e-05,6.668682148407425e-06,2.691560920288139e-06,3.443687405449674e-06,5.007773027218433e-06,8.398642966031944e-07,2.380913540645799e-06,1.3730501179066783e-06,5.075031266020916e-07,-1.0,-1.0,-1.0,3.1945705025713256e-06,5.906393155027606e-06,4.1339489535656735e-06,9.486295069321496e-06,6.929701785376027e-06,6.2383343754102e-06,5.1027627833808276e-06,4.456915770065621e-06,4.176046169568558e-06,2.6359244441935595e-06,-1.0,-1.0,-1.0,4.146965482283686e-06,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.649258290530637e-06,2.8556395918603953e-06,3.600913688559619e-06,2.0466990030836573e-06,2.35198165326066e-06,8.399820666069016e-07,1.3252746313321858e-06,5.149722153813449e-07,1.907729395731698e-06,2.306116821739618e-06,4.762657388969468e-06,2.8770431528880314e-06,3.6101673938876054e-06,5.852385487951845e-06,2.2701976209668213e-06,4.468303170006987e-06,2.7440188043396826e-06,3.6502209791056743e-06,6.005909024344482e-06,5.452157415915886e-06,2.2158897351656237e-06,5.181694164933401e-06,4.253028178339133e-06,-1.0,-1.0,-1.0,-1.0
0.19000000000000006,8.305001928526216e-07,1.339346275475213e-06,5.083281544123125e-07,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.3010565368791984e-06,-1.0,-1.0,4.850842504154617e-07,-1.0,-1.0,-1.0,2.6279711003006538e-06,1.351591625564361e-06,5.101197568027385e-07,3.5733096902575687e-06,4.303899851233944e-06,2.704662418132505e-06,1.0559817793410781e-05,6.188196575053121e-06,2.647984437807557e-06,3.3668500853502257e-06,4.823073000208611e-06,8.358385255741978e-07,2.3472266076795925e-06,1.3624349024137934e-06,5.058543447390692e-07,-1.0,-1.0,-1.0,3.1289019048771945e-06,5.647904722810825e-06,4.0192029564103025e-06,8.810687868007099e-06,6.511371339731707e-06,5.952264307094077e-06,4.911398886721692e-06,4.316965872212245e-06,4.056347010022638e-06,2.593776033728431e-06,-1.0,-1.0,-1.0,4.024251746103226e-06,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.495047061108452e-06,2.8057841251693213e-06,3.5162787663709042e-06,2.0229373589615267e-06,2.3197547207135e-06,8.359563570659168e-07,1.3156234174759756e-06,5.133022270507178e-07,1.8873661558216682e-06,2.275252305673223e-06,4.598817347059528e-06,2.8263243572792686e-06,3.5250407913808345e-06,5.598324992522704e-06,2.2402704623095856e-06,4.327658557679754e-06,2.6984359792929277e-06,3.5628267638538755e-06,5.740845124014156e-06,5.227677863840111e-06,2.187517390518274e-06,4.982548100045914e-06,4.128440594991733e-06,-1.0,-1.0,-1.0,-1.0
0.20000000000000007,8.265464976293166e-07,1.329389927789874e-06,5.066921191795157e-07,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.2915890383102755e-06,-1.0,-1.0,4.835732322419303e-07,-1.0,-1.0,-1.0,2.585769156523464e-06,1.3414070797271883e-06,5.084723176216409e-07,3.478766149172356e-06,4.166091089735787e-06,2.658100356661266e-06,9.805805704741265e-06,5.742986132437265e-06,2.6051178732415198e-06,3.291746964435334e-06,4.645231628454208e-06,8.318321689910932e-07,2.3140261598615442e-06,1.3519038642184407e-06,5.04210988633421e-07,-1.0,-1.0,-1.0,3.064618620436345e-06,5.400757512517732e-06,3.907669894239275e-06,8.18347351987749e-06,6.118588503188072e-06,5.679331747014698e-06,4.727224947379467e-06,4.181410522999158e-06,3.940140150136426e-06,2.5523133336059044e-06,-1.0,-1.0,-1.0,3.905345350640781e-06,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.346006154978183e-06,2.7568048619743972e-06,3.4336504111990066e-06,1.999452159559669e-06,2.2879709030732776e-06,8.319500550149671e-07,1.306042796739979e-06,5.116376719774687e-07,1.8672207409440148e-06,2.244802155465147e-06,4.440666076923949e-06,2.7765055803007936e-06,3.441934041091962e-06,5.3553146790065965e-06,2.2107406537451135e-06,4.191509898383094e-06,2.653615907421109e-06,3.477551072042672e-06,5.487494587207186e-06,5.0124453306135e-06,2.1595108012637258e-06,4.79107988472831e-06,4.0075454350585875e-06,-1.0,-1.0,-1.0,-1.0
0.20999999999999996,8.22611717464558e-07,1.3195081867954252e-06,5.050613657378027e-07,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.2821914518608906e-06,-1.0,-1.0,4.820669437161176e-07,-1.0,-1.0,-1.0,2.544250197424483e-06,1.3313000760100146e-06,5.068302187427699e-07,3.386975471127826e-06,4.032877398895522e-06,2.6123679753616904e-06,9.105717775938826e-06,5.330416920906856e-06,2.5629495915190407e-06,3.2183384769813956e-06,4.473992603717211e-06,8.278451326622356e-07,2.2813050314464256e-06,1.3414563192478893e-06,5.025730402059449e-07,-1.0,-1.0,-1.0,3.001690707059333e-06,5.164452650419867e-06,3.799259052623854e-06,7.6011666290029165e-06,5.749773764206491e-06,5.418932483683717e-06,4.549970324422664e-06,4.050111728650305e-06,3.827321949241376e-06,2.5115250120391195e-06,-1.0,-1.0,-1.0,3.7901233484339917e-06,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.201960390286394e-06,2.7086863026099773e-06,3.3529806410584727e-06,1.9762401821777982e-06,2.256624086544619e-06,8.279630663453896e-07,1.2965322504815201e-06,5.099785324269845e-07,1.8472908162359182e-06,2.2147607908682315e-06,4.28800426094411e-06,2.7275707485183796e-06,3.3607989178949816e-06,5.12287299320923e-06,2.1816028837946355e-06,4.05971136225742e-06,2.6095457337184143e-06,3.39434191568949e-06,5.245339118143673e-06,4.806078713669085e-06,2.131865222087956e-06,4.606992593015762e-06,3.890232072008922e-06,-1.0,-1.0,-1.0,-1.0
0.21999999999999997,8.186957614206697e-07,1.3097004888235538e-06,5.034358769825941e-07,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.272863253761189e-06,-1.0,-1.0,4.805653699622915e-07,-1.0,-1.0,-1.0,2.5034030860231642e-06,1.321270017633748e-06,5.051934427906171e-07,3.2978510644677974e-06,3.904099874121274e-06,2.567450026921332e-06,8.45569132051706e-06,4.948054665655624e-06,2.521468149358592e-06,3.14658596912427e-06,4.309109252663283e-06,8.23877322855678e-07,2.249056164249719e-06,1.331091589119329e-06,5.009404814384073e-07,-1.0,-1.0,-1.0,2.9400888844737688e-06,4.938513263813996e-06,3.693882298718804e-06,7.060534209788605e-06,5.403446546417646e-06,5.170490134654091e-06,4.37937458277554e-06,3.922935828584868e-06,3.717791892521598e-06,2.47139992714326e-06,-1.0,-1.0,-1.0,3.6784668973226727e-06,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.062740581454368e-06,2.6614132233332404e-06,3.2742226309888755e-06,1.95329824175848e-06,2.2257082419734317e-06,8.239952974074932e-07,1.2870912638853871e-06,5.083247907227267e-07,1.8275740719112547e-06,2.18512270701634e-06,4.140639626315287e-06,2.6795040773267504e-06,3.2815883551564706e-06,4.900539407996574e-06,2.152851912432764e-06,3.932121914069562e-06,2.566212821342428e-06,3.3131485979368503e-06,5.013883384860885e-06,4.608212624767119e-06,2.1045759696137348e-06,4.4300008167302774e-06,3.776393227171898e-06,-1.0,-1.0,-1.0,-1.0
0.22999999999999998,8.147985389993063e-07,1.2999662745004289e-06,5.018156358648737e-07,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.2636039242206486e-06,-1.0,-1.0,4.790684961517311e-07,-1.0,-1.0,-1.0,2.463216868273519e-06,1.3113163124634392e-06,5.035619724464183e-07,3.211309227256386e-06,3.7796052829184824e-06,2.523331551883648e-06,7.852140801273105e-06,4.593649389415438e-06,2.4806622920893216e-06,3.0764516776458085e-06,4.150344172684638e-06,8.199286462969141e-07,2.2172726060040055e-06,1.3208090010914978e-06,4.99313294373336e-07,-1.0,-1.0,-1.0,2.8797845193852765e-06,4.722483508222449e-06,3.5914540072399377e-06,6.558577304087181e-06,5.078218926105927e-06,4.933454862895552e-06,4.215187107667912e-06,3.7997533593478467e-06,3.6114524952978907e-06,2.4319271237134887e-06,-1.0,-1.0,-1.0,3.570261119489964e-06,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.9281833319229946e-06,2.61497067138214e-06,3.1973306849269655e-06,1.9306231904466094e-06,2.195217423671178e-06,8.20046655008309e-07,1.2777193259354632e-06,5.066764292460421e-07,1.8080682229907635e-06,2.1558824734029495e-06,3.9983866939558695e-06,2.6322900657287965e-06,3.204256416737374e-06,4.6878735033062115e-06,2.1244825701204843e-06,3.8086051535966676e-06,2.52360474788669e-06,3.2339216806139853e-06,4.792654000420864e-06,4.418496741715868e-06,2.07763842158766e-06,4.259830217383068e-06,3.665924867479902e-06,-1.0,-1.0,-1.0,-1.0
0.24,8.109199601393207e-07,1.2903049887136996e-06,5.002006253910065e-07,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.2544129473974385e-06,-1.0,-1.0,4.775763075025753e-07,-1.0,-1.0,-1.0,2.423680770038066e-06,1.3014383729717312e-06,5.019357904479661e-07,3.127269046467885e-06,3.6592458568960723e-06,2.479997873086732e-06,7.291737911044288e-06,4.265121275173532e-06,2.4405209505252394e-06,3.007898709258182e-06,3.997468881558197e-06,8.159990101666324e-07,2.1859475087408773e-06,1.310607888016735e-06,4.976914611138121e-07,-1.0,-1.0,-1.0,2.8207496108820693e-06,4.515927637719151e-06,3.491890988579383e-06,6.092513945046394e-06,4.77278975440316e-06,4.7073021524632135e-06,4.0571667336756115e-06,3.6804389228134666e-06,3.5082092102840913e-06,2.3930958300581424e-06,-1.0,-1.0,-1.0,3.4653949654577664e-06,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.7981308341276465e-06,2.569343960122397e-06,3.1222602082679807e-06,1.908211917154052e-06,2.1651457682555416e-06,8.161170464093485e-07,1.2684159293865622e-06,5.050334304359712e-07,1.7887710090351192e-06,2.12703473287362e-06,3.861066536437472e-06,2.5859134912096733e-06,3.1287582696754344e-06,4.484454086492412e-06,2.096489756851302e-06,3.6890291613845402e-06,2.4817093017173523e-06,3.156612952622516e-06,4.581198549377218e-06,4.236595186849501e-06,2.0510480160779e-06,4.0962170955604475e-06,3.5587261063617906e-06,-1.0,-1.0,-1.0,-1.0
